N,P,K,temperature,humidity,ph,rainfall
0.049999999999999996,0.4142857142857143,0.095,0.405422705546011,0.1140580225223285,0.36605624785518287,0.31460544511034116
0.5142857142857142,0.2642857142857143,0.19,0.5090987238362303,0.7774524400017461,0.4429033961748491,0.5790285682722992
0.7285714285714285,0.48571428571428577,0.23500000000000001,0.5476796317259881,0.8061356103893074,0.44341967817825656,0.25173694922790935
0.2714285714285714,0.39285714285714285,0.355,0.28192016179293533,0.04141770430941119,0.8341690253273908,0.20747186848226343
0.7071428571428571,0.48571428571428577,0.24000000000000002,0.5011422315649287,0.7792698149222586,0.3680910309651113,0.3539363887194039
0.2357142857142857,0.2285714285714286,0.07,0.5480978660442402,0.8433626281181289,0.5720441709331026,0.08365255200572008
0.8571428571428571,0.14285714285714285,0.225,0.5517647953487658,0.9397425225120758,0.4389284004053573,0.005885985830928614
0.5285714285714286,0.24285714285714288,0.165,0.41364520580389286,0.8204716650326481,0.6651747889904522,0.7650657269310638
0.7785714285714286,0.5285714285714286,0.2,0.5406585681480212,0.7632344854160878,0.46425583256581127,0.31795962554751145
0.12857142857142856,0.08571428571428572,0.13,0.6576862580575223,0.3604976182808768,0.33633616958924295,0.2643624686637991
0.7571428571428571,0.29285714285714287,0.07500000000000001,0.4193003928202259,0.7509678904220575,0.41925004371340713,0.2190564959498301
0.44285714285714284,0.30714285714285716,0.07500000000000001,0.3694750891470967,0.5391343578252044,0.4982155527038128,0.2714060891652774
0.2642857142857143,0.42857142857142855,0.055,0.4019971505271812,0.05499795131660243,0.3388306886895266,0.1559416545222286
0.5285714285714286,0.30714285714285716,0.060000000000000005,0.36746110705440005,0.5368357976028142,0.4550093574732941,0.17616255581040927
0.6071428571428571,0.6428571428571429,0.21000000000000002,0.4910933906517535,0.7475653544072263,0.4209857509620688,0.3581598724964703
0.7071428571428571,0.2357142857142857,0.07999999999999999,0.4033775542807668,0.6688826257871088,0.4428568712517975,0.1708055879289588
0.049999999999999996,0.39285714285714285,0.1,0.5580988166073022,0.7991029267539943,0.44988058292576183,0.12882782302573395
0.6,0.32142857142857145,0.195,0.47805830633583835,0.7833095045272834,0.37798820758052,0.5839294355188225
0.7071428571428571,0.6214285714285714,0.21000000000000002,0.5538702091950546,0.7375361827309358,0.4384188126063939,0.2994108288669659
0.7285714285714285,0.04285714285714286,0.21000000000000002,0.5498489239540958,0.9160138606816105,0.46656248410425794,0.024924722034880345
0.47857142857142854,0.39285714285714285,0.165,0.45833396734548626,0.7497603190558101,0.5687710800569472,0.5107055588257554
0.6071428571428571,0.15714285714285714,0.2,0.49485770066484713,0.8687260065713206,0.46068236900706205,0.1351061601007096
0.2714285714285714,0.11428571428571428,0.15000000000000002,0.33030980604419535,0.8763256731154082,0.3633735461241081,0.3262297607298744
0.24285714285714285,0.38571428571428573,0.09,0.5663285433017123,0.8047997126381519,0.533572530718265,0.13038322328614357
0.7357142857142857,0.08571428571428572,0.23,0.4673257304375492,0.767209873652388,0.4206833071598638,0.0862549063735886
0.4714285714285714,0.37857142857142856,0.15000000000000002,0.42292066564046893,0.7606378135933213,0.5935716722937712,0.5932918460054181
0.75,0.39285714285714285,0.09,0.42204062547120347,0.7344400171629277,0.4203355512790168,0.24202394649577583
0.4714285714285714,0.2785714285714286,0.07500000000000001,0.294190123611894,0.6388531863206561,0.5031225675385977,0.2175267474566712
0.2642857142857143,0.32142857142857145,0.09,0.5976299217035472,0.8658949172179021,0.4705379702056416,0.12871702617545602
0.42142857142857143,0.37857142857142856,0.060000000000000005,0.5658723693308506,0.60725118563931,0.6008340844685023,0.15321665851047203
0.14285714285714285,0.45714285714285713,0.049999999999999996,0.41942634555724123,0.09932499217761326,0.3778003437509905,0.31346301246426567
0.2571428571428571,0.5071428571428571,0.35,0.274191639720229,0.02776371048592899,0.8135785790033603,0.18084472726183806
0.07142857142857142,0.5214285714285715,0.065,0.2787889311206553,0.5651676140223879,0.4342266951382173,0.08579345135174446
0.2857142857142857,0.40714285714285714,0.07,0.5307434998117704,0.2318996948948956,0.18552653263653673,0.2742866883252699
0.6642857142857143,0.12142857142857143,0.215,0.5824897698846122,0.9013230744799544,0.5088745643398809,0.006086248435342098
0.2642857142857143,0.40714285714285714,0.08499999999999999,0.43600525667073486,0.5525311948183672,0.6053793292300029,0.10629316905456851
0.24285714285714285,0.028571428571428567,0.155,0.40133895771253725,0.8408897811318435,0.4309705753750799,0.3243530458508358
0.14285714285714285,0.8357142857142857,0.995,0.08527941606437589,0.7769742586484948,0.4638352105355197,0.16125045445342778
0.5714285714285714,0.07142857142857142,0.11500000000000002,0.41000823705729217,0.6269308864644582,0.49741057376411635,0.509302633893793
0.9214285714285714,0.3,0.07500000000000001,0.4472461913169794,0.7762764827129844,0.43188419711936965,0.2817971275816201
0.6571428571428571,0.39285714285714285,0.09,0.28240584811278546,0.6679406420451353,0.3447586555450739,0.17873238247726062
0.19999999999999998,0.8428571428571429,0.965,0.4200001370710159,0.9005501112886499,0.3387067706391146,0.32914512113164895
0.85,0.0,0.25,0.5986485275880693,0.9337318504185187,0.41428700912092087,0.023825325030111977
0.6214285714285714,0.007142857142857145,0.2,0.6026321001503425,0.8927742496432981,0.45036816861677276,0.009456712817159305
0.6,0.14285714285714285,0.23500000000000001,0.44609207166998455,0.7815030796533577,0.4075323997691135,0.0862636267982817
0.17142857142857143,0.48571428571428577,0.07500000000000001,0.31023654816153845,0.21064443777190645,0.17167726822171037,0.5614932825466357
0.16428571428571428,0.2142857142857143,0.065,0.5068938466306302,0.3862089004364927,0.2969891068638276,0.060326848099317126
0.2571428571428571,0.37142857142857144,0.055,0.56781977087556,0.500259321222491,0.7446145304088765,0.13234685933279383
0.6642857142857143,0.15000000000000002,0.11000000000000001,0.4524207832882129,0.49239812951814677,0.5883764485218967,0.4223476488178305
0.8285714285714285,0.25,0.14,0.4616388522947279,0.46539159209956127,0.5501012464909125,0.3930285744234062
0.22142857142857142,0.10714285714285714,0.125,0.6700707966574864,0.46376234163444974,0.42031123809518633,0.25765212220820444
0.7071428571428571,0.35714285714285715,0.15000000000000002,0.37010685226870943,0.7696919855063603,0.46606341814654506,0.9265279653711326
0.7214285714285714,0.2,0.14,0.5207155089355636,0.5571416890230118,0.5293530207570958,0.44088413055944264
0.7285714285714285,0.48571428571428577,0.24500000000000002,0.5043454689253938,0.8183492414680341,0.3446124369576259,0.32641277267825786
0.5857142857142857,0.09285714285714285,0.215,0.5816445884336727,0.9321729823612351,0.41277742014254837,0.02334567122523666
0.19285714285714284,0.38571428571428573,0.08499999999999999,0.3726275308338368,0.10438021717931473,0.3560319911473846,0.39487153726090374
0.7214285714285714,0.5857142857142857,0.24500000000000002,0.5809911660886634,0.7260805764079887,0.4466334636220488,0.28742165366040073
0.22857142857142856,0.5285714285714286,0.08499999999999999,0.538776977850301,0.5739788267898351,0.3750504747929273,0.12281822973819867
0.05714285714285714,0.007142857142857145,0.14,0.5581770316492328,0.9261084940806698,0.4028572885921964,0.545433740537909
0.47857142857142854,0.39285714285714285,0.1,0.46186602908889973,0.6127611243090868,0.3492044249821641,0.31994239541963887
0.18571428571428572,0.4357142857142857,0.08499999999999999,0.2651143309884755,0.5931301939331548,0.43477137891275786,0.11264925225606207
0.7642857142857142,0.2357142857142857,0.12,0.5114809528990455,0.5052144105982042,0.4426562447969301,0.44895049176759194
0.5428571428571428,0.37142857142857144,0.065,0.2913816670758106,0.7030479633388129,0.4024630434007316,0.2661888341384163
0.11428571428571428,0.07142857142857142,0.185,0.31141183233781566,0.8729347696877802,0.5265713111731194,0.31753625858750645
0.16428571428571428,0.13571428571428573,0.135,0.5536939787210176,0.3722517278105667,0.3305996433578683,0.26273789395461555
0.6785714285714286,0.5928571428571429,0.23500000000000001,0.5502893997082491,0.7540822137168893,0.4246603026685867,0.2676961088655394
0.7,0.2142857142857143,0.065,0.42960872289115937,0.7065840710707718,0.42735623791778965,0.2572053458645722
0.19285714285714284,0.5357142857142857,0.049999999999999996,0.29398394032746167,0.08110792934859351,0.3551344407189908,0.23727585742763843
0.1357142857142857,0.32857142857142857,0.1,0.5159013813974603,0.39641103404096145,0.003205707797385715,0.08507388133515278
0.03571428571428571,0.9357142857142857,0.95,0.3882548788800636,0.9059973095324448,0.4291299013336407,0.3147427707525352
0.8071428571428572,0.10714285714285714,0.215,0.5348711313747551,0.9404473035004003,0.4565595427598408,0.025406075969215944
0.3071428571428571,0.45,0.07500000000000001,0.5954823693305336,0.6056406149261903,0.620918633468077,0.1769567017886586
0.8428571428571429,0.32142857142857145,0.07,0.4054645499535553,0.7941699763781687,0.444153904232091,0.16633246755351314
0.2714285714285714,0.95,0.995,0.4673025745062058,0.8048687403469235,0.4386592955949956,0.18979435209568882
0.15714285714285714,0.39285714285714285,0.065,0.30894094284145224,0.5486023062509655,0.5037414559613436,0.07749802979911924
0.7,0.15000000000000002,0.22,0.5298358167437223,0.8897789049249291,0.40828460170423464,0.011805162038081615
0.8071428571428572,0.2,0.14500000000000002,0.4929169140757159,0.5586132458920452,0.4751017208360875,0.4790475245684004
0.7071428571428571,0.35,0.16,0.35345378581881237,0.7708123245422375,0.3250322419733749,0.6415092379021546
0.6357142857142857,0.028571428571428567,0.21000000000000002,0.5924245476493023,0.8925482078460695,0.49198506320106583,0.030701949761777397
0.25,0.30714285714285716,0.049999999999999996,0.5246083645255895,0.853825847448484,0.5407189828996397,0.12518746093530325
0.14285714285714285,0.17142857142857143,0.11000000000000001,0.4669551500262835,0.9110996257537994,0.3953589785685706,0.49443800474100175
0.6214285714285714,0.16428571428571426,0.125,0.4813759658136616,0.6346489188032861,0.471503075398948,0.534263572935063
0.5928571428571429,0.03571428571428571,0.24000000000000002,0.4621049299040241,0.8253245177331436,0.41839010499132634,0.10261787853481094
0.1357142857142857,0.22142857142857142,0.08499999999999999,0.47693838342380424,0.5167243777641394,0.41369681561095617,0.13241641312582927
0.24285714285714285,0.36428571428571427,0.060000000000000005,0.7055133384001727,0.2469681896947118,0.16226980860038143,0.42941420514268747
0.8428571428571429,0.2,0.125,0.43920235196187485,0.617880461583916,0.44443314676706114,0.550383738132477
0.5,0.22142857142857142,0.185,0.3734709286312877,0.7754065494096496,0.5351907387077715,0.6548480709601803
0.41428571428571426,0.29285714285714287,0.2,0.9632319710023809,0.8927766677571997,0.47765901485953766,0.24535269163600174
0.44285714285714284,0.3142857142857143,0.16,0.4416600158512648,0.800183515818906,0.6180850140189573,0.5245516268886028
0.07857142857142857,0.47857142857142854,0.07500000000000001,0.3069338144430248,0.12444650394682177,0.3804504490638927,0.33474447141184804
0.19999999999999998,0.2285714285714286,0.11500000000000002,0.6688247783965023,0.42307429622474135,0.40326298325882703,0.2819005211258525
0.09999999999999999,0.4928571428571429,0.07,0.2746618832049029,0.26326812098500096,0.4852332202666454,0.2620938461215139
0.07857142857142857,0.9071428571428571,0.96,0.2055916654226011,0.7813652408616777,0.3467258717600906,0.1947971107148018
0.14285714285714285,0.8857142857142857,0.9800000000000001,0.4185035395982962,0.9033787635136189,0.32395707943094976,0.34460737584106793
0.8142857142857143,0.02142857142857143,0.23500000000000001,0.5886726913596745,0.9366509672137141,0.4532157702226911,0.02882129786948169
0.2857142857142857,0.37857142857142856,0.049999999999999996,0.5922121456810848,0.8556646964429714,0.5401967584407148,0.08247169002097238
0.7142857142857143,0.13571428571428573,0.11500000000000002,0.4811984305982452,0.5071071311901929,0.559365380840634,0.6310855596314642
0.19285714285714284,0.39285714285714285,0.060000000000000005,0.5047948402782928,0.5761401425709878,0.5477228128828233,0.1589216423460528
0.5714285714285714,0.5142857142857142,0.22,0.4943685830502065,0.7598645649504892,0.313255069746861,0.33436958919930615
0.014285714285714285,0.5285714285714286,0.049999999999999996,0.36471077047699973,0.5974328669859503,0.6221338663989842,0.055860297177094564
0.5928571428571429,0.37857142857142856,0.09,0.3132429090292784,0.5296612149282233,0.44732476098657625,0.16282846989372007
0.21428571428571427,0.8714285714285714,0.995,0.3923930927076895,0.9122403640167472,0.4077054892595874,0.29017202141554765
0.014285714285714285,0.13571428571428573,0.14500000000000002,0.5758543387332589,0.4730243591221831,0.46156549500022437,0.2679888096468106
0.22142857142857142,0.05714285714285715,0.14,0.5398213104112767,0.9475730168034641,0.3662274445992393,0.6662161022005126
0.7857142857142857,0.07142857142857142,0.215,0.5667899049610267,0.9169903966570269,0.4210999051406691,0.02655535762506943
0.5928571428571429,0.39285714285714285,0.155,0.4812471183700193,0.7685966439518721,0.5286243821230325,0.6492801832838252
0.7714285714285714,0.13571428571428573,0.13,0.43910274025171847,0.4890476054080277,0.4552089244193829,0.45675347633625396
0.5928571428571429,0.6428571428571429,0.225,0.5076396229722036,0.7412301963686503,0.3117593828361894,0.31864300886068064
0.11428571428571428,0.42857142857142855,0.07,0.5390666620004921,0.6420597242240543,0.5502677616773193,0.08092465460168391
0.24285714285714285,0.3,0.07,0.5305064440564806,0.8304587809615549,0.47649795263901384,0.11841149978483184
0.2571428571428571,0.37857142857142856,0.1,0.5691440612806374,0.525651603888441,0.7611393564951059,0.06008481427455731
0.02142857142857143,0.47857142857142854,0.095,0.794466379212877,0.5094362757881338,0.39295839542638455,0.36824648076240096
0.6785714285714286,0.05714285714285715,0.20500000000000002,0.6030170031613884,0.9274560337513219,0.407640694536037,0.01103851508589633
0.5785714285714285,0.007142857142857145,0.25,0.4609329768785433,0.8353866811667489,0.40517158700656475,0.11321635697330243
0.2571428571428571,0.15714285714285714,0.10500000000000001,0.5095712198434086,0.9510912620590352,0.427620323863216,0.5442850100509709
0.09999999999999999,0.09285714285714285,0.125,0.6020633307574428,0.44188338435558727,0.26227434590434784,0.27152175199628625
0.21428571428571427,0.39285714285714285,0.07999999999999999,0.5753545401447108,0.5626449180070642,0.3037350186951653,0.5825414729914302
0.3857142857142857,0.44285714285714284,0.23500000000000001,0.7704774337703681,0.9221283499909446,0.47919017968524913,0.4354096011845603
0.22142857142857142,0.2285714285714286,0.07999999999999999,0.5283693316231194,0.8416119061876516,0.4989874722636991,0.06147261202282572
0.42857142857142855,0.35714285714285715,0.2,0.3610630860360807,0.8057418140836771,0.3780505699282002,0.9610872747222509
0.21428571428571427,0.42857142857142855,0.1,0.6904387143260314,0.587194140058795,0.6534269838030868,0.1843859240604868
0.2571428571428571,0.09999999999999999,0.135,0.5245775864598154,0.425211605030807,0.2236582218474643,0.2593945539276562
0.21428571428571427,0.16428571428571426,0.125,0.6611437349070562,0.4425289140291647,0.24257836821134415,0.28130506451398485
0.2571428571428571,0.2714285714285714,0.095,0.5242016149157079,0.34290362941083596,0.0008789580943262543,0.07666049622659538
0.2714285714285714,0.4,0.07999999999999999,0.6154429563244748,0.6197665677962275,0.18533493681057922,0.38666099360037476
0.19999999999999998,0.8928571428571428,0.955,0.38189099290341333,0.9381161789397382,0.3977402101631474,0.3332573480859963
0.8285714285714285,0.2357142857142857,0.14500000000000002,0.41511919254179874,0.4174746705980944,0.3913005354024901,0.5868542268653957
0.04285714285714286,0.9571428571428571,0.97,0.48345088480942655,0.7858161355826024,0.4332969628888036,0.19374461501063586
0.17142857142857143,0.2857142857142857,0.07,0.5174444344925831,0.4032320579932236,0.38063823156022214,0.05223533611140632
0.5857142857142857,0.25,0.2,0.4989252194323599,0.7867907790855492,0.49186852019018223,0.5748307841433284
0.22142857142857142,0.4642857142857143,0.36,0.3461284044419065,0.0007593955530422469,0.4646402006721382,0.25252837807604944
0.14285714285714285,0.09999999999999999,0.15000000000000002,0.7274506527732096,0.4241944558472758,0.40576134632476246,0.2796486226221965
0.2785714285714286,0.95,0.9900000000000001,0.35488616717481036,0.7940958608196305,0.45016004908815355,0.19561079966250464
0.03571428571428571,0.12857142857142856,0.049999999999999996,0.4833120244010982,0.9074333553915311,0.6071511054978977,0.3318989181905533
0.8357142857142857,0.2714285714285714,0.1,0.45517807599944093,0.7495468326929587,0.6741631160831891,0.17649867315889883
0.45,0.2285714285714286,0.19,0.4187199748730511,0.8262388629546655,0.49098591376531986,0.5950359841449817
0.42857142857142855,0.37857142857142856,0.16,0.4967899750144765,0.7566256640530513,0.3985093208506493,0.5437926260163203
0.11428571428571428,0.9857142857142857,0.995,0.42723545657234663,0.9014443984950827,0.330710599571032,0.3655224384853121
0.6571428571428571,0.10714285714285714,0.25,0.4671207362554426,0.8547065208218013,0.47945205190581675,0.14038551205415592
0.3071428571428571,0.4357142857142857,0.37,0.3052143592804306,0.011284489155887784,0.6954307829076471,0.1954573140913657
0.2785714285714286,0.07857142857142857,0.11000000000000001,0.7665111823887885,0.4513141428917994,0.22241635796979797,0.25642254635249084
0.4857142857142857,0.37857142857142856,0.165,0.4131527742551885,0.8022877900557605,0.44033471146007563,0.7225188164075573
0.1357142857142857,0.47857142857142854,0.049999999999999996,0.5741876385085503,0.6474639010613946,0.5265675911511776,0.085820152579406
0.2785714285714286,0.42142857142857143,0.24000000000000002,0.40708180831360596,0.8960811718783065,0.48117342989308676,0.6762433522379154
0.45714285714285713,0.2142857142857143,0.09,0.40731083504568644,0.5556993517982576,0.3383350273737753,0.15394901781707032
0.6357142857142857,0.2857142857142857,0.155,0.3586637590362036,0.7724423810842008,0.4568535698977121,0.5941473861186618
0.5785714285714285,0.2857142857142857,0.09,0.3013211157400322,0.6273220561960807,0.41795742543077985,0.23012434276223873
0.2642857142857143,0.13571428571428573,0.04,0.2960745503662964,0.891844534017716,0.6764608181704133,0.31565343386822
0.16428571428571428,0.2285714285714286,0.095,0.5725326763651256,0.3495786238507138,0.6978093280184212,0.049415727082792724
0.8571428571428571,0.30714285714285716,0.055,0.3912465171459377,0.7133587966983681,0.614620762752714,0.18563925988682475
0.22857142857142856,0.4357142857142857,0.060000000000000005,0.7495287500897059,0.5950468686561184,0.5688044843641709,0.17948216110124357
0.10714285714285714,0.2857142857142857,0.09,0.44128068274013343,0.5503223959778879,0.5784207746742018,0.09277499067123962
0.12142857142857143,0.2714285714285714,0.08499999999999999,0.6093504215473412,0.3691229667577569,0.31002854982554917,0.07492641935511538
0.2357142857142857,0.05,0.049999999999999996,0.6149273255156501,0.9072702719293376,0.39617917225960186,0.346906229385464
0.2785714285714286,0.9071428571428571,0.955,0.7749026390512195,0.8056984415496795,0.3536115740568512,0.19220126523016864
0.049999999999999996,0.9714285714285714,0.95,0.4320128995576408,0.9238111504393921,0.3125031216086466,0.3044689685130729
0.14285714285714285,0.48571428571428577,0.08499999999999999,0.20694545210771648,0.09418522406256946,0.38435927693171645,0.3960551521066614
0.5571428571428572,0.37857142857142856,0.049999999999999996,0.4643828746354779,0.6247798811178262,0.47025191465444016,0.15350026419584403
0.7142857142857143,0.36428571428571427,0.17500000000000002,0.5039733395820928,0.805544486936995,0.6109415773864926,0.5605523150259232
0.15714285714285714,0.3142857142857143,0.08499999999999999,0.5569404163067128,0.551818653794684,0.03208336212704854,0.1885592137223586
0.2357142857142857,0.37857142857142856,0.095,0.7641999709128755,0.6357632597408187,0.2744415279309306,0.3178469855003838
0.2714285714285714,0.07142857142857142,0.11000000000000001,0.7150853309161894,0.3994902431816274,0.5089989982262855,0.25900634261531186
0.7571428571428571,0.4642857142857143,0.25,0.48902903641695183,0.7496859937539754,0.3476960233441001,0.3454131630114968
0.02857142857142857,0.09285714285714285,0.16,0.40438537876044167,0.8299781459150332,0.5640017711938723,0.309394024932389
0.1357142857142857,0.35714285714285715,0.07500000000000001,0.5339373405665737,0.8579531758052611,0.5723725436972398,0.12409625403532931
0.2357142857142857,0.37142857142857144,0.060000000000000005,0.5472248477193316,0.8686006875179954,0.5099887725722458,0.13511372764668045
0.09285714285714286,0.42142857142857143,0.07500000000000001,0.2958093573050552,0.5636382047494044,0.47988435045997724,0.05844267718059967
0.8285714285714285,0.0,0.24500000000000002,0.474904573107214,0.7784893703812104,0.4897463760482741,0.1330707074597427
0.19285714285714284,0.02142857142857143,0.135,0.5216902267863919,0.9589357306433751,0.33017052877299113,0.4461756548157919
0.19999999999999998,0.9357142857142857,0.975,0.4085062613642799,0.9115014470152704,0.42627719004330544,0.3397981439764254
0.8214285714285714,0.028571428571428567,0.23500000000000001,0.5808402135082523,0.8949531306672903,0.39105564626942646,0.03202195574648185
0.1357142857142857,0.17857142857142855,0.125,0.5951198012996355,0.8999938252880008,0.36104302756808426,0.7355400233255553
0.21428571428571427,0.42142857142857143,0.07500000000000001,0.7184720028054677,0.551919830787974,0.4772344939675721,0.17186322715740188
0.19999999999999998,0.007142857142857145,0.17500000000000002,0.3810791496463729,0.89919396712673,0.5077653987659114,0.3115102349808493
0.0,0.08571428571428572,0.185,0.4125344640014186,0.8974911799385853,0.5217592434407268,0.31950530082009587
0.19285714285714284,0.42857142857142855,0.065,0.32379689231782915,0.10458232211031171,0.3250652113112673,0.19106541052070922
0.2857142857142857,0.4,0.08499999999999999,0.3478968730594648,0.6013827445813723,0.5439004145252437,0.0863719493376002
0.65,0.32142857142857145,0.17500000000000002,0.34430872034929527,0.8151309039293788,0.4599507991120324,0.75492475377607
0.20714285714285713,0.12142857142857143,0.19,0.3109807586412895,0.8596621983653129,0.3199053275145698,0.3085180423584136
0.007142857142857143,0.5071428571428571,0.060000000000000005,0.5626609683697172,0.44144161224553324,0.39002096651082374,0.4559112501174092
0.6785714285714286,0.07857142857142857,0.20500000000000002,0.5237057936793166,0.8852332067005654,0.5041636841279427,0.015242059366782149
0.06428571428571428,0.5142857142857142,0.060000000000000005,0.3241927402926813,0.11891658332014776,0.35436285846639015,0.3089498344779015
0.6642857142857143,0.10714285714285714,0.225,0.6055967793086604,0.9212346609845256,0.4578359931531166,0.014870654195056288
0.02857142857142857,0.4,0.07999999999999999,0.45954228784895235,0.5346602354923543,0.5047095138763844,0.10268728825395268
0.15714285714285714,0.35714285714285715,0.095,0.5664973880844455,0.502174450400996,0.8018282853000003,0.15931168111064478
0.7428571428571429,0.12857142857142856,0.21000000000000002,0.5209913450939008,0.8450700127440166,0.5078553604386222,0.08160468485379241
0.5285714285714286,0.35714285714285715,0.07,0.26469758161340284,0.5673524688807616,0.43296566617280197,0.2301475033955304
0.6214285714285714,0.12857142857142856,0.11500000000000002,0.4992278336356164,0.5600298342691294,0.5403818723372147,0.6237987266168591
0.29285714285714287,0.45714285714285713,0.385,0.3213256392614642,0.027704135107290057,0.49932596238026683,0.17529996168404036
0.10714285714285714,0.9142857142857143,0.97,0.4353304468397571,0.9023391939615507,0.3607938139347844,0.3501161835154266
0.2642857142857143,0.47857142857142854,0.065,0.2883939063050447,0.11994730422481953,0.3451590892133227,0.3062676818291943
0.15714285714285714,0.32857142857142857,0.055,0.5492184205234122,0.5493333400308094,0.7985324492756836,0.17934990234521767
0.04285714285714286,0.028571428571428567,0.034999999999999996,0.6386838046098673,0.8852332090336387,0.5480262256853514,0.32164352383537964
0.2785714285714286,0.22142857142857142,0.08499999999999999,0.5887405006084723,0.5394668684927565,0.8657801095114244,0.04968567687800103
0.5857142857142857,0.5142857142857142,0.20500000000000002,0.5773737980181415,0.7924384045472758,0.37266289454337165,0.2718240751019495
0.22857142857142856,0.14285714285714285,0.019999999999999997,0.04391475391940347,0.9273789429409599,0.667349276878245,0.2909315884730701
0.2857142857142857,0.5214285714285715,0.07500000000000001,0.29727711215968133,0.0767107947042622,0.33660498156898244,0.21546979397980984
0.5428571428571428,0.2785714285714286,0.2,0.4781170882778868,0.8191924449829976,0.5032698299280303,0.5340713597405288
0.22142857142857142,0.2142857142857143,0.09,0.6162709256340267,0.3840798307624035,0.6535958870442129,0.1719293684337329
0.6071428571428571,0.11428571428571428,0.21000000000000002,0.6039525325726084,0.890665750210558,0.4170881578062189,0.01612541066619294
0.17142857142857143,0.8928571428571428,0.95,0.607495206709945,0.7848870196735316,0.40550795064096046,0.16864006506761234
0.19999999999999998,0.9999999999999999,0.985,0.29790961502690105,0.8007836248700217,0.46336144106913824,0.1675824888175779
0.02142857142857143,0.45,0.055,0.27240973401683277,0.2384369095698496,0.22706978210771667,0.3136730695412441
0.7214285714285714,0.4642857142857143,0.215,0.4744620898820493,0.7089497557973262,0.3900174732265599,0.34631610516120614
0.45,0.37857142857142856,0.225,0.9816828250175291,0.9377187670702961,0.5001279756906654,0.07683362628033069
0.42142857142857143,0.39285714285714285,0.39499999999999996,0.29281582519860416,0.05143512044553136,0.6510092864760975,0.26779718062015234
